ann_id,image_id,src_label_raw,defect_type,iso_code,polygon_json,bbox_x1_px,bbox_y1_px,bbox_x2_px,bbox_y2_px,area_px,major_axis_px,minor_axis_px,equiv_diameter_px,major_axis_mm,equiv_diameter_mm,geom_valid,geom_flags
aihub71761:data/raw/aihub71761/RT/ST/w00275_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00275_f0.png,기공,porosity,2011,"[[828.87,143.62],[827.25,143.16],[822.9,141.88],[822.45,142.03],[822.11,140.7],[821.24,138.3],[822.35,134.54],[825.4,133.65],[828.15,132.73],[828.83,132.85],[831.17,137.39]]",821,132,832,144,75.56,10.61,9.27,9.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00276_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00276_f0.png,기공,porosity,2011,"[[1178.88,274.95],[1147.66,287.9],[1135.99,279.84],[1136.08,276.6],[1130.63,269.46],[1131.3,268.39],[1130.5,259.31],[1138.55,252.77],[1165.61,242.95],[1169.62,245.28],[1172.49,256.38]]",1130,242,1179,288,1428.13,44.90,36.13,42.64,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00276_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00276_f0.png,슬래그혼입,slag_inclusion,301,"[[541.06,595.09],[536.67,595.57],[537.09,594.47],[536.02,585.85],[536.96,584.85],[537.59,584.02],[544.68,588.06],[544.68,590.0]]",536,584,545,596,66.63,11.46,8.49,9.21,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00277_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00277_f0.png,기공,porosity,2011,"[[572.71,374.09],[571.9,384.66],[516.59,379.3],[506.08,380.04],[496.28,353.28],[499.23,325.24],[503.84,316.33],[536.17,297.25]]",496,297,573,385,4354.67,94.28,62.73,74.46,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00277_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00277_f0.png,슬래그혼입,slag_inclusion,301,"[[892.6,83.4],[886.06,85.07],[823.47,96.2],[820.02,91.49],[817.45,54.29],[882.18,32.26]]",817,32,893,97,3331.05,72.73,52.52,65.12,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00278_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00278_f0.png,기공,porosity,2011,"[[741.2,123.83],[734.76,138.59],[677.44,117.45],[672.21,106.8],[691.89,80.59],[707.49,75.01],[713.84,83.16],[714.1,81.46],[727.97,79.75],[742.21,88.58]]",672,75,743,139,2979.09,70.62,52.86,61.59,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00279_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00279_f0.png,균열,crack,100,"[[982.01,510.43],[971.92,506.09],[970.34,505.05],[965.68,499.68],[976.85,484.43],[985.94,482.79],[988.68,486.92]]",965,482,989,511,373.56,27.66,18.64,21.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00279_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00279_f0.png,융합불량,lack_of_fusion,401,"[[407.13,111.92],[406.76,117.05],[379.03,108.4],[374.0,97.11],[378.84,59.17],[396.93,46.59],[399.48,50.97],[412.81,53.59],[411.31,57.66]]",374,46,413,118,1966.86,69.21,34.50,50.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00280_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00280_f0.png,균열,crack,100,"[[876.91,193.92],[874.53,200.5],[863.3,187.29],[872.03,185.37],[873.2,184.26],[876.87,190.61]]",863,184,877,201,108.33,17.34,9.51,11.74,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00281_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00281_f0.png,융합불량,lack_of_fusion,401,"[[381.4,412.07],[378.7,412.56],[376.46,397.44],[377.13,397.91],[383.03,398.15],[386.88,403.13]]",376,397,387,413,96.82,15.29,9.47,11.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00281_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00281_f0.png,기공,porosity,2011,"[[319.14,426.0],[318.52,427.25],[306.02,432.52],[304.86,430.87],[297.94,425.01],[307.22,410.75],[311.89,411.89],[316.34,417.42],[318.29,418.78],[319.18,421.78]]",297,410,320,433,283.79,19.51,19.11,19.01,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00282_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00282_f0.png,기공,porosity,2011,"[[1156.32,270.17],[1153.71,271.17],[1099.62,279.32],[1101.2,257.26],[1112.12,237.46],[1117.63,238.44],[1147.34,249.39]]",1099,237,1157,280,1578.74,57.43,39.53,44.83,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00284_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00284_f0.png,기공,porosity,2011,"[[778.44,449.2],[767.51,446.89],[766.05,435.95],[770.31,430.32],[772.88,428.22],[769.01,425.66],[776.52,421.73],[780.68,414.98],[782.09,417.73],[784.48,415.66],[808.88,435.23]]",766,414,809,450,820.38,42.46,30.17,32.32,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00284_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00284_f1.png,기공,porosity,2011,"[[911.83,574.29],[907.24,578.64],[877.1,564.54],[880.43,561.05],[903.3,543.18],[903.37,545.39]]",877,543,912,579,598.37,33.80,30.37,27.60,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00288_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00288_f0.png,기공,porosity,2011,"[[270.96,67.67],[266.94,66.79],[266.63,57.57],[270.2,56.48],[270.63,56.53],[273.89,59.73]]",266,56,274,68,58.80,11.21,7.18,8.65,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00289_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00289_f0.png,균열,crack,100,"[[414.85,568.47],[412.64,566.08],[410.4,575.97],[394.93,576.05],[369.92,559.79],[357.99,551.54],[362.25,539.47],[366.79,536.85],[411.3,511.08],[417.14,524.13]]",357,511,418,577,2415.85,66.41,55.71,55.46,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00289_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00289_f0.png,기공,porosity,2011,"[[346.27,178.28],[342.64,175.58],[341.75,184.19],[311.34,156.81],[316.94,133.72],[320.52,130.72],[341.15,111.3],[345.09,120.3],[363.65,119.4]]",311,111,364,185,2110.16,69.74,40.75,51.83,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00292_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00292_f0.png,기공,porosity,2011,"[[243.87,603.55],[240.82,610.5],[208.92,632.71],[201.84,575.27],[206.07,576.65],[231.5,579.11],[235.15,578.72],[234.94,583.73]]",201,575,244,633,1532.89,57.87,38.25,44.18,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00292_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00292_f1.png,기공,porosity,2011,"[[383.45,471.4],[343.32,490.13],[325.43,487.2],[303.33,468.27],[310.57,455.85],[334.7,416.32]]",303,416,384,491,3087.04,73.56,57.92,62.69,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00292_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00292_f2.png,기공,porosity,2011,"[[1067.02,242.81],[1049.98,248.0],[1040.14,246.28],[1016.74,234.08],[994.49,204.38],[1018.88,181.12],[1020.6,179.16],[1059.41,175.29],[1079.25,199.35]]",994,175,1080,248,4209.90,78.64,70.32,73.21,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00292_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00292_f3.png,기공,porosity,2011,"[[1067.28,428.81],[1035.69,449.47],[1013.37,435.8],[1014.27,435.14],[1045.14,396.39],[1053.08,391.85]]",1013,391,1068,450,1569.46,59.14,37.58,44.70,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00293_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00293_f0.png,융합불량,lack_of_fusion,401,"[[996.09,587.63],[988.78,597.81],[986.73,597.21],[959.95,586.33],[929.29,559.58],[964.47,511.32],[1001.96,524.82],[1013.18,531.27],[1014.5,532.4],[1017.22,545.43]]",929,511,1018,598,4590.75,73.81,72.29,76.45,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00295_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00295_f0.png,기공,porosity,2011,"[[1149.67,334.88],[1150.2,336.82],[1147.84,339.19],[1144.36,338.4],[1140.12,338.66],[1135.36,326.33],[1135.46,325.91],[1142.66,323.25],[1149.21,325.46]]",1135,323,1151,340,170.75,16.75,13.29,14.74,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00297_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00297_f0.png,기공,porosity,2011,"[[598.14,346.38],[583.79,351.96],[545.67,334.91],[557.58,298.83],[596.3,300.68],[609.51,308.52]]",545,298,610,352,2421.24,53.42,52.62,55.52,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00300_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00300_f0.png,기공,porosity,2011,"[[527.78,63.84],[501.04,104.91],[498.04,99.18],[495.54,108.66],[487.44,111.56],[467.94,97.19],[464.78,102.45],[439.22,85.33],[455.98,32.75],[464.32,17.73]]",439,17,528,112,4676.36,79.02,70.13,77.16,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00300_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00300_f1.png,기공,porosity,2011,"[[845.68,635.8],[842.03,645.09],[831.43,654.01],[827.48,652.32],[785.14,662.64],[775.5,647.76],[766.82,635.69],[769.18,617.28],[824.39,587.6],[827.49,593.83],[830.38,604.75]]",766,587,846,663,3734.27,73.48,61.83,68.95,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00300_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00300_f2.png,기공,porosity,2011,"[[1041.29,452.08],[1038.13,449.85],[1033.54,451.3],[1028.81,440.98],[1029.64,436.74],[1035.1,435.09],[1037.63,431.61],[1046.57,437.15],[1047.44,437.12],[1045.43,438.54],[1048.04,441.39]]",1028,431,1049,453,246.23,19.41,18.04,17.71,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00300_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00300_f3.png,기공,porosity,2011,"[[612.37,118.53],[611.19,121.69],[593.47,154.4],[576.62,155.49],[569.42,143.95],[548.54,132.48],[542.35,116.36],[587.21,87.48],[615.07,108.68]]",542,87,616,156,2934.88,63.65,60.58,61.13,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00301_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00301_f0.png,기공,porosity,2011,"[[587.41,28.21],[579.87,34.05],[576.26,35.82],[558.93,12.25],[562.6,13.07],[565.64,4.89],[589.62,19.63]]",558,4,590,36,462.47,31.92,20.35,24.27,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00305_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00305_f0.png,기공,porosity,2011,"[[1133.9,326.99],[1127.8,331.06],[1079.07,355.54],[1047.84,287.42],[1063.21,272.33],[1075.71,257.82],[1081.74,264.14],[1109.79,263.54],[1138.17,300.17],[1141.75,302.98]]",1047,257,1142,356,5580.29,88.83,79.60,84.29,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00308_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00308_f0.png,기공,porosity,2011,"[[837.26,577.64],[833.4,577.45],[822.33,559.76],[834.12,561.66],[836.65,563.73],[836.5,566.48],[839.42,570.26]]",822,559,840,578,154.25,23.08,10.03,14.01,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00310_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00310_f0.png,균열,crack,100,"[[178.51,309.2],[180.65,312.59],[177.37,317.55],[163.61,325.97],[162.08,330.53],[129.77,321.19],[130.25,309.42],[131.61,291.81],[150.88,280.0],[156.2,276.2],[163.72,278.12]]",129,276,181,331,1849.75,51.75,49.02,48.53,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00310_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00310_f0.png,융합불량,lack_of_fusion,401,"[[457.98,232.66],[457.85,248.82],[440.61,254.67],[437.66,266.29],[415.39,256.75],[393.06,241.37],[394.14,239.11],[393.74,202.92],[397.1,192.37],[419.56,186.46],[430.57,190.87]]",393,186,458,267,3554.27,84.06,59.06,67.27,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00311_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00311_f0.png,융합불량,lack_of_fusion,401,"[[278.96,698.65],[264.85,702.38],[275.65,645.86],[278.19,646.86],[282.72,656.64],[290.77,667.22]]",264,645,291,703,746.51,57.54,18.86,30.83,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00311_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00311_f0.png,기공,porosity,2011,"[[145.11,217.62],[145.74,217.95],[144.91,217.91],[145.87,218.65],[146.24,220.01],[137.59,223.01],[130.92,214.23],[129.87,213.5],[141.51,208.38],[145.43,209.13]]",129,208,147,224,146.41,16.00,12.55,13.65,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00312_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00312_f0.png,기공,porosity,2011,"[[382.93,368.41],[365.99,372.02],[336.25,369.61],[329.74,359.3],[328.33,352.68],[371.76,294.31],[404.9,329.87]]",328,294,405,373,3452.58,81.61,53.19,66.30,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00314_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00314_f0.png,균열,crack,100,"[[114.15,225.12],[112.47,207.18],[100.89,195.59],[106.17,147.9],[115.92,141.02],[130.43,139.67]]",100,139,131,226,1312.86,86.99,22.29,40.88,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00314_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00314_f0.png,기공,porosity,2011,"[[1200.45,410.14],[1196.75,410.62],[1181.92,411.37],[1187.54,386.19],[1190.75,386.12],[1198.45,388.11],[1203.36,393.07]]",1181,386,1204,412,402.85,26.57,17.82,22.65,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00315_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00315_f0.png,기공,porosity,2011,"[[253.0,73.79],[243.33,83.63],[242.42,86.31],[238.85,85.62],[237.48,87.8],[236.61,89.28],[232.54,91.62],[218.7,62.39],[224.32,59.27],[246.37,56.58],[249.37,62.51]]",218,56,253,92,729.92,32.76,27.67,30.49,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00316_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00316_f0.png,기공,porosity,2011,"[[901.18,434.16],[884.33,450.33],[884.43,454.43],[873.37,451.65],[871.35,446.1],[868.09,446.18],[868.36,419.11],[878.48,417.01],[901.22,430.52],[897.48,432.56]]",868,417,902,455,804.89,35.90,32.39,32.01,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00318_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00318_f0.png,기공,porosity,2011,"[[1177.73,649.84],[1175.67,652.47],[1170.95,649.09],[1165.74,646.03],[1159.27,641.09],[1157.81,633.16],[1158.59,632.48],[1155.73,629.8],[1162.58,616.37],[1174.56,602.03],[1184.8,607.55]]",1155,602,1185,653,877.82,49.57,25.00,33.43,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00319_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00319_f0.png,기공,porosity,2011,"[[768.42,386.84],[753.34,399.54],[743.48,390.75],[737.11,386.52],[737.3,385.81],[737.05,384.5],[739.81,367.02],[773.6,373.08]]",737,367,774,400,751.06,34.33,29.62,30.92,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00320_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00320_f0.png,기공,porosity,2011,"[[598.87,438.73],[588.44,439.88],[586.09,443.22],[576.45,408.84],[582.42,402.7],[584.64,406.42],[602.37,405.91]]",576,402,603,444,682.77,39.90,25.46,29.48,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00321_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00321_f0.png,기공,porosity,2011,"[[1115.23,317.77],[1115.58,319.67],[1110.96,326.49],[1089.88,339.65],[1057.71,338.57],[1065.69,293.98],[1110.56,304.36]]",1057,293,1116,340,1911.06,53.64,45.30,49.33,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00321_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00321_f1.png,기공,porosity,2011,"[[566.02,211.4],[565.51,214.51],[567.15,219.24],[526.86,199.79],[535.95,183.12],[559.91,187.66],[571.48,190.69]]",526,183,572,220,920.97,44.74,27.59,34.24,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00321_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00321_f2.png,기공,porosity,2011,"[[829.22,92.57],[794.38,103.42],[791.94,90.75],[792.4,74.76],[796.8,74.23],[796.05,71.66],[805.78,67.8],[814.82,67.55],[827.5,74.27],[828.9,87.89]]",791,67,830,104,1008.12,40.29,30.62,35.83,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00322_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00322_f0.png,기공,porosity,2011,"[[760.54,619.81],[743.37,624.11],[719.2,615.56],[701.17,576.38],[704.93,572.71],[747.51,540.15],[765.37,530.49],[771.12,530.83],[796.81,554.74],[787.53,578.12]]",701,530,797,625,5419.00,98.60,71.19,83.06,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00322_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00322_f1.png,기공,porosity,2011,"[[820.74,459.47],[819.29,472.11],[768.13,495.12],[756.9,496.55],[740.58,490.93],[734.2,445.27],[744.25,436.9],[780.48,412.09],[815.02,437.6],[822.18,446.15]]",734,412,823,497,5031.40,92.79,70.66,80.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00322_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00322_f2.png,기공,porosity,2011,"[[239.93,29.65],[237.28,32.23],[231.73,28.64],[230.18,25.38],[236.0,19.62],[237.39,21.32],[240.59,22.79],[240.86,25.8]]",230,19,241,33,82.02,10.45,9.85,10.22,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00322_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00322_f3.png,기공,porosity,2011,"[[800.08,182.44],[792.1,193.61],[768.6,203.7],[744.82,186.53],[755.06,164.42],[787.22,162.11],[793.97,162.06],[801.1,176.22],[802.66,180.09]]",744,162,803,204,1650.90,55.78,41.44,45.85,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00323_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00323_f0.png,기공,porosity,2011,"[[249.61,291.62],[246.13,294.82],[217.96,307.19],[199.95,294.56],[201.36,292.63],[190.08,264.3],[220.48,249.11],[232.47,240.98],[251.01,256.27]]",190,240,252,308,2677.69,63.19,53.76,58.39,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00323_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00323_f1.png,기공,porosity,2011,"[[1039.5,226.43],[1036.84,243.81],[1004.6,257.44],[966.93,196.73],[974.56,184.02],[985.52,185.43]]",966,184,1040,258,2666.61,83.64,46.00,58.27,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00325_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00325_f0.png,기공,porosity,2011,"[[1131.99,36.2],[1128.35,36.9],[1119.52,40.95],[1114.33,35.63],[1114.55,25.37],[1125.66,24.4]]",1114,24,1132,41,200.49,16.33,16.30,15.98,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00327_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00327_f0.png,균열,crack,100,"[[818.29,242.99],[766.5,224.64],[757.36,217.28],[754.11,217.58],[756.33,194.74],[830.0,186.01]]",754,186,830,243,2864.69,70.40,58.17,60.39,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00334_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00334_f0.png,기공,porosity,2011,"[[346.1,709.37],[343.65,702.89],[323.31,713.19],[303.64,698.24],[328.05,638.95],[344.21,637.22],[349.57,635.12],[353.75,637.54],[356.39,644.43],[371.7,651.7]]",303,635,372,714,3119.00,82.01,45.07,63.02,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00335_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00335_f0.png,균열,crack,100,"[[1081.88,632.46],[1069.53,649.05],[1043.89,631.35],[1043.87,629.29],[1076.23,614.33],[1082.92,626.97]]",1043,614,1083,650,721.64,32.96,32.38,30.31,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00335_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00335_f0.png,융합불량,lack_of_fusion,401,"[[69.96,544.16],[67.3,549.86],[50.4,532.77],[50.38,532.16],[55.15,525.2],[58.33,524.61],[60.39,526.88],[61.18,526.11],[62.75,524.34],[70.56,534.98]]",50,524,71,550,286.45,26.08,14.71,19.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00337_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00337_f0.png,기공,porosity,2011,"[[545.02,625.31],[515.49,642.99],[482.18,605.53],[519.45,579.21],[545.92,586.68],[546.13,590.98],[543.67,603.6],[550.92,604.67],[543.15,607.39]]",482,579,551,643,2534.34,62.94,52.41,56.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00338_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00338_f0.png,기공,porosity,2011,"[[193.17,178.82],[187.55,179.62],[185.06,189.67],[191.05,195.94],[173.0,211.23],[124.67,138.41],[136.42,132.8],[157.92,130.68]]",124,130,194,212,2555.13,87.40,34.73,57.04,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00339_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00339_f0.png,기공,porosity,2011,"[[461.51,360.95],[442.54,360.26],[440.74,357.71],[439.14,355.34],[441.89,349.5],[440.85,348.59],[448.28,342.67],[448.97,342.73],[462.32,353.43]]",439,342,463,361,289.10,23.10,17.79,19.19,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00341_f0.png,융합불량,lack_of_fusion,401,"[[604.14,365.54],[591.28,348.75],[579.31,339.45],[615.29,286.78],[674.39,305.39],[675.42,314.36]]",579,286,676,366,3859.73,97.10,57.47,70.10,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f0.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00341_f0.png,기공,porosity,2011,"[[701.94,460.45],[696.13,470.46],[689.46,471.2],[672.74,467.17],[670.61,466.89],[672.53,446.73],[669.82,444.11],[702.71,453.87]]",669,444,703,472,599.02,35.44,21.61,27.62,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00341_f1.png,융합불량,lack_of_fusion,401,"[[501.02,524.8],[497.66,528.17],[465.66,558.47],[410.49,520.51],[414.98,478.6],[482.89,489.2]]",410,478,502,559,4622.33,97.07,66.83,76.72,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f1.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00341_f1.png,기공,porosity,2011,"[[551.16,308.59],[529.25,322.63],[496.29,300.16],[486.26,298.92],[492.2,272.02],[490.71,267.53],[531.78,240.77],[560.24,256.74]]",486,240,561,323,3938.34,72.90,72.76,70.81,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00341_f2.png,융합불량,lack_of_fusion,401,"[[772.89,513.01],[771.36,512.77],[766.8,515.79],[762.45,510.72],[761.86,509.51],[760.1,510.04],[759.54,508.09],[760.37,503.16],[760.44,502.27],[762.9,502.32],[762.47,501.5]]",759,501,773,516,85.47,16.32,7.49,10.43,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f2.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00341_f2.png,기공,porosity,2011,"[[446.83,185.72],[376.78,169.69],[391.92,148.63],[439.26,153.71],[449.63,165.31],[448.26,165.97]]",376,148,450,186,1706.43,71.86,29.51,46.61,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f3.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00341_f3.png,융합불량,lack_of_fusion,401,"[[141.55,380.26],[116.01,402.58],[115.07,397.29],[98.48,387.08],[83.87,387.26],[82.5,373.54],[67.95,362.79],[71.06,348.4],[137.15,323.53],[143.12,329.22],[148.99,338.44]]",67,323,149,403,3869.35,84.42,66.54,70.19,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00341_f3.png#1,aihub71761:data/raw/aihub71761/RT/ST/w00341_f3.png,기공,porosity,2011,"[[337.84,471.1],[334.3,476.3],[332.39,476.46],[322.08,478.1],[321.76,477.91],[319.98,473.76],[330.13,460.41],[331.38,461.83]]",319,460,338,479,176.81,19.00,12.94,15.00,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00342_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00342_f0.png,기공,porosity,2011,"[[126.63,294.87],[123.24,300.32],[110.7,296.97],[122.04,244.31],[123.51,241.04],[150.99,261.96]]",110,241,151,301,1199.03,52.82,34.53,39.07,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00345_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00345_f0.png,기공,porosity,2011,"[[114.12,304.54],[71.0,331.48],[69.62,328.65],[48.06,312.09],[59.34,279.9],[58.18,276.96],[76.83,263.78],[94.17,271.57],[113.05,279.71]]",48,263,115,332,2858.87,72.27,54.33,60.33,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00347_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00347_f0.png,기공,porosity,2011,"[[878.26,666.6],[862.12,677.46],[856.48,678.69],[845.74,660.09],[878.34,645.89],[878.86,654.73]]",845,645,879,679,630.92,35.56,22.47,28.34,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00348_f0.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00348_f0.png,기공,porosity,2011,"[[899.22,484.46],[857.76,510.55],[843.8,511.82],[840.59,512.16],[822.24,494.44],[818.61,481.43],[883.56,440.93],[880.23,447.01]]",818,440,900,513,3093.42,80.35,45.42,62.76,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00348_f1.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00348_f1.png,기공,porosity,2011,"[[387.31,613.53],[383.43,625.14],[374.74,630.0],[351.89,620.72],[349.0,592.27],[365.91,581.52],[373.71,589.1],[386.31,589.65],[391.24,600.38],[386.36,606.56]]",349,581,392,630,1414.88,44.15,41.77,42.44,,,True,
aihub71761:data/raw/aihub71761/RT/ST/w00348_f2.png#0,aihub71761:data/raw/aihub71761/RT/ST/w00348_f2.png,기공,porosity,2011,"[[134.48,449.13],[97.04,483.78],[77.51,487.81],[46.46,468.37],[51.27,407.54],[101.09,396.65],[129.66,414.59],[145.03,431.01]]",46,396,146,488,6213.15,92.59,89.79,88.94,,,True,
